"timestamp","throughput","rssi","ssid","bssid","tx_frames","rx_frames","loss"
"2019-12-12 13:34:43",56369152,-43,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7043,6881,2.300156183444555
"2019-12-12 13:34:44",56795136,-42,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7043,6933,1.5618344455487718
"2019-12-12 13:34:45",56852480,-45,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7041,6940,1.4344553330492829
"2019-12-12 13:34:46",56369152,-43,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7043,6881,2.300156183444555
"2019-12-12 13:34:48",54534144,-43,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7049,6657,5.561072492552135
"2019-12-12 13:34:49",54804480,-38,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7035,6690,4.904051172707889
"2019-12-12 13:34:50",55779328,-45,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7048,6809,3.391032917139614
"2019-12-12 13:34:51",53862400,-47,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7038,6575,6.578573458368854
"2019-12-12 13:34:52",52838400,-48,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7044,6450,8.432708688245315
"2019-12-12 13:34:53",53690368,-52,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7036,6554,6.850483229107447
"2019-12-12 13:34:54",55590912,-53,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7050,6786,3.74468085106383
"2019-12-12 13:34:55",52363264,-54,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7038,6392,9.178743961352657
"2019-12-12 13:34:56",54804480,-60,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7044,6690,5.025553662691652
"2019-12-12 13:34:57",55386112,-58,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7045,6761,4.031227821149751
"2019-12-12 13:34:58",56139776,-59,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7042,6853,2.68389662027833
"2019-12-12 13:34:59",51765248,-57,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7033,6319,10.152139911844163
"2019-12-12 13:35:00",53084160,-55,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7053,6480,8.124202467035303
"2019-12-12 13:35:01",56287232,-55,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7037,6871,2.358959783998863
"2019-12-12 13:35:02",56664064,-58,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7049,6917,1.8726060434104128
"2019-12-12 13:35:03",56655872,-57,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7041,6916,1.7753160062491122
"2019-12-12 13:35:04",56180736,-58,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7042,6858,2.6128940641863108
"2019-12-12 13:35:05",55296000,-58,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7036,6750,4.064809550881183
"2019-12-12 13:35:06",56590336,-57,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7047,6908,1.9724705548460337
"2019-12-12 13:35:07",56541184,-57,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7040,6902,1.9602272727272727
"2019-12-12 13:35:08",55681024,-56,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7045,6797,3.5202271114265438
"2019-12-12 13:35:09",55836672,-56,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7044,6816,3.2367972742759794
"2019-12-12 13:35:10",56737792,-57,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7029,6926,1.4653578033859724
"2019-12-12 13:35:11",56385536,-56,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7050,6883,2.368794326241135
"2019-12-12 13:35:12",56844288,-56,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7040,6939,1.4346590909090908
"2019-12-12 13:35:13",56295424,-57,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7040,6872,2.3863636363636362
"2019-12-12 13:35:14",56713216,-57,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7048,6923,1.7735527809307605
"2019-12-12 13:35:15",56115200,-57,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7044,6850,2.754116978989211
"2019-12-12 13:35:16",56811520,-56,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7040,6935,1.4914772727272727
"2019-12-12 13:35:17",56590336,-57,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7045,6908,1.9446415897799858
"2019-12-12 13:35:18",56434688,-57,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7041,6889,2.1587842635989207
"2019-12-12 13:35:19",17301504,-57,"ExcentisEmployees","90:6c:ac:0f:6a:c7",7045,2112,70.02129169623846
"2019-12-12 13:35:20",0,-57,"ExcentisEmployees","90:6c:ac:0f:6a:c7",144,0,100.0
"2019-12-12 13:35:21",0,-57,"ExcentisEmployees","90:6c:ac:0f:6a:c7",0,0,0
